ShopName,Date,Prefecture,Phone,genres
LAND_A,2020-06-18,東京都,03-5637-0107,None
やせうまだんご汁とおやつ 日日花,2020-06-17,広島県,082-836-3610,None
Bakery & Table Sweets 伊豆,2020-06-17,静岡県,0557-22-5151,None
Urth Caffé （アースカフェ）なんばパークス店,2020-06-17,大阪府,06-4394-7639,None
食ぱん道カフェ 土浦店,2020-06-16,茨城県,029-826-8023,None
食ぱん道カフェ 一宮店,2020-06-16,愛知県,050-5372-3965,None
Hong Kong Hot Pot Cafe 甜蜜蜜(ティムマッマッ),2020-06-16,兵庫県,078-392-6363,None
Cafe de lis blanc（カフェ ド リ ブラン）,2020-06-16,愛知県,0561-59-7770,None
PRONTO Otemachi One店,2020-06-14,東京都,03-3215-2610,None
DECOTTO by animate cafe,2020-06-14,東京都,03-5950-7227,None
BinO CAFE ando BAKERY ZIN,2020-06-14,神奈川県,0467-88-0089,None
DEAN & DELUCA シァル横浜,2020-06-13,奈川県,045-534-5605,None
アニメイトカフェ池袋4号店,2020-06-13,東京都,03-6709-3781,None
wazze cafe（ワッゼカフェ）,2020-06-12,東京都,050-3503-4097,None
だから、今日がよかったと思える。,2020-06-12,愛知県,052-265-6230,None
池袋上さま（上さま池袋店）,2020-06-10,東京都,03-6709-0963,None
エキゾチックアニマルカフェRicky福島店,2020-06-09,福島県,024-503-9646,None
ベビーフェイスプラネッツ長岡川崎店,2020-06-08,新潟県,0258-84-7733,None
Kitchenにしきや岩沼店,2020-06-06,宮城県,0223-36-9115,None
ロゴスショップ&カフェ 三井アウトレットパーク 横浜ベイサイド店,2020-06-06,神奈川県,045-370-8456,None
Honey Cafe Meets（ハニーカフェ ミーツ）,2020-06-06,岐阜県,058-213-8558,None
高級食パン専門店 嵜本ベーカリーカフェ 大丸札幌店,2020-06-06,北海道,011-215-1406,None
ごはんや Hygge,2020-06-06,秋田県,080-3322-1596,None
0035 BY KIYOKAWAYA,2020-06-05,山形県,023-676-8111,None
Asobiba Nogawa cafe部,2020-06-05,神奈川県,090-4910-5080,None
中町フードホール,2020-06-05,宮崎県,0986-36-5256,None
スカイファイトカフェ銀座,2020-06-04,東京都,03-5579-9066,None
IGNITE(イグナイト),2020-06-04,大阪府,06-6347-1880,None
CAFE HAYASHI カフェ ハヤシ,2020-06-04,新潟県,025-532-2602,None
RITUEL CAFE ルミネ新宿店,2020-06-04,東京都,03-6258-1336,None
HEAVENLY Island Lifestyle 代官山,2020-06-04,東京都,03-6416-9385,None
Coffe＆Restaurant sasa garden,2020-06-03,広島県,082-435-3800,None
西荻J45,2020-06-03,東京都,03-6755-5388,None
SANRIO CAFE 池袋店,2020-06-02,東京都,03-5985-5600,None
coperta(コぺルタ）,2020-06-02,福岡県,092-406-3649,None
資生堂パーラー ザ・ハラジュク,2020-06-02,東京都,03-3475-1021,None
KITANO CLUB ANNEX,2020-06-02,兵庫県,,None
おやさいダイニングRestaurant MORINIWA,2020-06-02,埼玉県,049-292-7889,None
ちょい呑み×CAFE 幸右衛門 （ゆきえもん）,2020-06-01,大阪府,06-6583-8518,None
cafe&bar DAWN（カフェ&バー ドーン）,2020-06-01,愛知県,,None
カフェ アルバトロス,2020-06-01,東京都,03-5749-3422,None
万里庵キッチン,2020-06-01,千葉県,070-5549-4269,None
FLYER筑波大学前店,2020-05-31,茨城県,,None
窯焼きパンケーキ＆Cafe Piyo,2020-05-31,青森県,0172-33-2100,None
RITUEL CAFÉ,2020-05-30,東京都,03-6258-1336,None
CÉ LA VI SKY MUSIC TERRACE,2020-05-30,東京都,0800,None
ハングリーベア,2020-05-30,秋田県,070-1519-3491,None
Cafe Shozan,2020-05-28,愛媛県,0897-72-8915,None
PEACE TABLE 渋谷 道玄坂店,2020-05-25,東京都,050-7542-4768,None
ブーランジェリー＆カフェ  サニーサイド  みのおキューズモール店,2020-05-23,大阪府,072-727-7000,None
カフェキッチン ローズガーデン 倉治店,2020-05-22,大阪府,072-895-6666,None
ベイクカフェ らふ,2020-05-21,北海道,,None
Kokoflat cafe 本町,2020-05-21,大阪府,06-6567-9730,None
FOOD BOAT Cafe イオンモール高崎店,2020-05-15,群馬県,027-386-8038,None
Kauai Diner イオンモール高崎店,2020-05-15,群馬県,027-381-5172,None
cafe dining Rasiku,2020-05-13,兵庫県,090-3720-5135,None
Social distanceing CAFE TOKYO,2020-05-12,東京都,,None
カフェレストラン COCO,2020-05-12,東京都,03-5848-6595,None
和佳 （ノドカ）,2020-05-08,鳥取県,0858-75-3017,None
べじかふぇ*まなおり,2020-05-08,岡山県,086-274-0831,None
RICE & WHEAT cafe ～おこめ&こむぎ～,2020-05-07,埼玉県,080-8493-5254,None
犬と猫のカフェ 有吉工務店,2020-05-06,福岡県,090-4426-6821,None
あおぞらぱん屋さん 白市店,2020-05-03,広島県,082-490-3033,None
あおぞらぱん屋さん・あおぞらカフェ 本店,2020-05-03,広島県,082-490-3033,None
1cafe,2020-05-03,栃木県,0282-25-6303,None
PAX Café&Restaurant,2020-05-01,東京都,070-2159-3323,None
OKAWARI （おかわり）,2020-04-30,沖縄県,,None
湯川テラス Terrasse,2020-04-29,群馬県,0279-88-2311,None
ベビーフェイスプラネッツ 東生駒,2020-04-29,奈良県,0743-73-7777,None
MIURA RESTAURANT & FOOD SHOP BEACHEND CAFE,2020-04-29,神奈川県,046,None
Coperta コペルタ,2020-04-28,福岡県,,None
Beachend café,2020-04-25,神奈川県,046,None
Café＆Meal_MUJIホテルメトロポリタン鎌倉,2020-04-24,神奈川県,0467-22-7852,None
夕やけ食堂 SHOKUDO+CAFE,2020-04-23,長崎県,0950-22-7733,None
niwa cafe,2020-04-23,愛知県,052-915-8233,None
フードボートカフェ イオンモール三川店,2020-04-20,山形県,,None
カフェトランHin-na,2020-04-19,北海道,0157-57-5625,None
カーブドッチ迎賓館,2020-04-17,東京都,,None
1110CAFE/BAKERY,2020-04-15,埼玉県,048-229-1085,None
bb.q olive chicken café ポンテポルタ千住店,2020-04-15,東京都,03-6806-2712,None
Cafe Blue Ocean（カフェ ブルーオーシャン ）,2020-04-15,大阪府,080-4325-8603,None
おやつ cafe Nico+,2020-04-14,兵庫県,078-939-4922,None
ベビーフェイスプラネッツ松阪店,2020-04-13,三重県,0598-30-4646,None
キッチン はなあかり,2020-04-13,愛知県,0564-21-6505,None
タニタカフェそごう横浜店,2020-04-13,神奈川県,045-534-3166,None
タニタカフェ 南町田グランベリーパーク・鶴間公園店,2020-04-13,東京都,042-850-6012,None
ばとん,2020-04-13,大阪府,080-8345-7457,None
bhive （ビハイブ）,2020-04-13,東京都,03-6661-6845,None
CAFE＆DINING GLITTER,2020-04-11,岡山県,086-441-8073,None
りんご堂,2020-04-10,広島県,090-8607-1447,None
earth CONTEMPORARY （アースコンテンポラリー）,2020-04-10,北海道,050-5456-8604,None
alloro cafe（アローロカフェ）,2020-04-10,埼玉県,0480-48-6123,None
NORTH LINK Coffee & Tea -TACHIKAWA STAGE GARDEN-,2020-04-09,東京都,,None
CAFE & BAR DAWN‬ （カフェ バー ドーン）,2020-04-09,愛知県,,None
古民家カフェ 和佳～のどか～,2020-04-06,鳥取県,0858-75-3017,None
CAFFÈ & BAR PRONTO 日本橋京急EXイン店,2020-04-06,東京都,03-3661-8377,None
ハイタッチ,2020-04-05,大阪府,050-5358-9205,None
Cafe&BarN42°,2020-04-05,北海道,0123-25-3842,None
bake cafe らふ,2020-04-05,北海道,080-6099-3985,None
LIVING PARK（リビングパーク）/ カフェ WEST,2020-04-04,大阪府,080-7554-0306,None
BOWL TABLE （ボウルテイブル）,2020-04-04,鳥取県,0857-25-2386,None
了美 Wine & Dine,2020-04-02,宮城県,022-725-2106,None
Bull Pulu TAIWANCAFEペリエ千葉店,2020-04-02,千葉県,,None
みのりみのる みのりカフェ 銀座三越店,2020-04-02,東京都,03-5524-3127,None
MISIA Cafe（ミシアカフェ）,2020-04-01,愛媛県,0898-52-9889,None
kiranah （キラナ）,2020-04-01,三重県,0595-51-7139,None
さくらテラス,2020-04-01,埼玉県,048-711-2622,None
L SIDE CAFE （エルサイドカフェ）,2020-04-01,大阪府,06-6454-6341,None
CAFE＆DINER GATHER,2020-04-01,神奈川県,045-309-7796,None
ごへいやcafeたちの,2020-04-01,三重県,090-1276-7376,None
スポーツカフェ Mets,2020-04-01,大阪府,072-270-0123,None
Fonte de floresta （フォンチ・ジ・フロレスタ）,2020-04-01,東京都,03-6421-8553,None
AZZURRO NERO×FRO CAFE,2020-03-31,神奈川県,044-767-6111,None
ハチカフェ阿佐ヶ谷店,2020-03-31,東京都,,None
くらすわ 東京スカイツリータウン・ソラマチ店,2020-03-30,東京都,03-3624-8721,None
MUJIcom / Café&Meal MUJI ホテルメトロポリタン鎌倉,2020-03-30,神奈川県,,None
勉強カフェ柏マルイスタジオ,2020-03-30,千葉県,,None
森のサーカス cafe ＆ restauran,2020-03-28,大阪府,06-4797-7766,None
PRONTOプロントつくば万博記念公園駅前店,2020-03-26,茨城県,029-836-8181,None
INA KITCHEN by 銀座ライオン 埼玉県県民活動総合センター店,2020-03-25,埼玉県,050-3196-9573,None
CARROLL アトレ五反田2,2020-03-25,東京都,03-5449-6066,None
ちいさなレストランOka no ie,2020-03-25,群馬県,0276-88-6466,None
さち福やCAFÉ さんすて岡山店,2020-03-25,岡山県,086-233-0100,None
DEAN & DELUCA カフェ 大手町メトロピア,2020-03-24,東京都,03-6812-2981,None
Cafe de paris（カフェ ド パリ）新宿ミロード店,2020-03-23,東京都,03-6279-4658,None
騒豆花（サオドウファ）グランツリー武蔵小杉店,2020-03-23,神奈川県,044-948-8835,None
からふね屋Cafe さんすて岡山店,2020-03-23,岡山県,086-201-2728,None
cafe/trattoria &（カフェ/トラットリア　アンド）,2020-03-22,北海道,,None
Cafe&Kitchen Dear’s Okamoto,2020-03-22,兵庫県,078-453-1020,None
オービカ モッツァレラバー 西新宿店,2020-03-21,東京都,03-6304-5676,None
NENEN 薬膳と花,2020-03-21,福岡県,092-510-5459,None
Dang Tea House 暖茶房,2020-03-20,東京都,03-5422-3683,None
DEAN & DELUCA カフェ 星ヶ丘三越店,2020-03-20,愛知県,052-783-1111,None
ボタニカルショップ&ファーマーズカフェ ガーガ,2020-03-20,福島県,0242-36-7070,None
ゲームカフェRE:PLAY,2020-03-20,静岡県,053-457-0101,None
ゆらぎ -yuragi-,2020-03-20,愛知県,080-9993-9315,None
EDEL cafe（エーデル カフェ）,2020-03-20,三重県,0599-77-6508,None
CAFE 2MUG （カフェ ニマグ）,2020-03-20,岡山県,080-4558-0076,None
maji_yacci&カフェroundabout,2020-03-20,静岡県,0545-72-4900,None
CHEESE RESTAURANT RICOTTA ららぽーと海老名店,2020-03-19,神奈川県,046-236-1701,None
The Sunrise Shack Inamura Beach and Park,2020-03-19,神奈川県,,None
ホリーズカフェ 阪急塚口駅前店,2020-03-19,兵庫県,,None
citta cafe（チッタカフェ）,2020-03-18,滋賀県,077-599-3105,None
台湾甜商店 あべのキューズモール店,2020-03-18,大阪府,06-6695-7065,None
LOCAL KITCHEN_RAILS AKITA (ローカルキッチンレイルズアキタ),2020-03-18,秋田県,018-853-6883,None
デリフランス芦屋店,2020-03-18,兵庫県,0797-61-4450,None
ARROWTREE芦屋モンテメール店,2020-03-18,兵庫県,0797-62-6551,None
ベーカリーカフェ 花の木,2020-03-17,岐阜県,,None
gururi,2020-03-17,滋賀県,,None
コナズ珈琲 新百合ヶ丘店,2020-03-16,神奈川県,044-954-6300,None
Cafe Lavender,2020-03-16,京都府,075-406-1785,None
BEAT CAFE,2020-03-16,東京都,090-2741-7507,None
Banh mi Tokyo(バインミートーキョー),2020-03-16,東京都,070-4142-0868,None
Cafe Kotti(コッチ)イオンスタイル戸塚店,2020-03-15,神奈川県,045-435-5100,None
カフェレストラン Galleri(ギャラリ)　,2020-03-14,兵庫県,0799-75-3710,None
いちごの里カフェ 日光店,2020-03-14,栃木県,0288-25-7672,None
Pangaea Cafe & Bar,2020-03-14,東京都,03-4236-3326,None
PIETRO A DAY  SOUP SHOP & CAFÉ  横浜ベイクォーター店,2020-03-13,神奈川県,045-620-2160,None
ふるいちトキワ荘通り店,2020-03-12,東京都,03-3951-4560,None
Kirby Café HAKATA (カービィカフェ ハカタ),2020-03-11,福岡県,092-710-4279,None
絵本カフェ cocoru,2020-03-11,大阪府,080-6233-5294,None
chotto,2020-03-10,東京都,,None
カフェ 空の色,2020-03-10,福岡県,092-981-3269,None
マリブファーム 逗子マリーナ,2020-03-08,神奈川県,,None
COFFEECAFE エブリワン,2020-03-07,愛媛県,089-945-4576,None
Cafe Renoir 芝大門店,2020-03-07,東京都,03-3431-9147,None
まるCafe Tippi,2020-03-07,大分県,080-5280-4662,None
ロールパンケーキ&リゾートカフェHALEIWA 表参道•原宿店,2020-03-07,東京都,03-6427-5713,None
カフェ＆バー 絆,2020-03-07,新潟県,025-277-1248,None
cafe L,2020-03-07,愛知県,052-211-8146,None
ペットショップCoo&RIKU 静岡SBS通り店,2020-03-06,静岡県,054-280-5335,None
みのりみのる みのりカフェ エスパル仙台店,2020-03-05,宮城県,022-216-5622,None
MANGO STAR,2020-03-04,宮崎県,0985-75-0867,None
MACHI CAFE’ Flatiron3,2020-03-03,三重県,080-8081-8774,None
MOSS CROSS TOKYO,2020-03-03,東京都,03-6441-0781,None
モアカフェ郡山店,2020-03-02,福島県,024-907-0111,None
Drip’n Drops Coffee,2020-03-01,群馬県,080-7730-7949,None
45kitchen,2020-03-01,愛知県,052-908-4580,None
WHY NOT （ワイノット）,2020-03-01,福岡県,092-452-3641,None
MICASADECO & CAFE 神宮前,2020-03-01,東京都,03-6803-8630,None
OPEN NAKAMEGURO,2020-03-01,東京都,050-1705-184,None
倉敷まちなみ食堂 アカネイロ,2020-03-01,岡山県,090-2861-0031,None
れすとらん弥千代姫,2020-02-29,滋賀県,0749-21-0801,None
Luppet Cafe（ラペットカフェ）,2020-02-29,東京都,,None
ねこタピ 京都新京極店,2020-02-26,京都府,075-746-2755,None
CAFFÉ & BAR PRONTO つくば万博記念公園駅前店,2020-02-25,茨城県,029-875-6821,None
JAPAN RAIL CAFE TOKYO,2020-02-24,東京都,,None
808.mini ikoma farm,2020-02-22,宮城県,080-9018-1467,None
NOMIAM CAFE,2020-02-21,石川県,076-222-0141,None
Chiffon cake&coffee shop Romi,2020-02-21,埼玉県,048-291-8795,None
WORLD BREAKFAST ALLDAY 吉祥寺店,2020-02-21,東京都,0422-27-6582,None
さんかく堂,2020-02-20,北海道,011-218-2231,None
もちクレープ&カフェBar るーちゃん,2020-02-19,北海道,080-5728-1962,None
ママNavi親子カフェW18,2020-02-19,北海道,011-206-9150,None
Mammy Lounge (マミーラウンジ),2020-02-19,北海道,011-206-9150,None
THE BAKING produced by Unir,2020-02-18,新潟県,075-959-1110,None
came came 30（かめかめさんまる）,2020-02-17,埼玉県,048-812-8312,None
MEAT & 3Choice HandS ミート＆スリーチョイス ハンズ,2020-02-15,大阪府,06-6225-7884,None
玄米＆やさいカフェ玄三庵 梅田エスト店,2020-02-15,大阪府,06-6136-6106,None
Harrys Shrimp Truck（ハリーズ シュリンプ トラック）,2020-02-15,沖縄県,0980-72-5610,None
ベーカリーズキッチン空と麦,2020-02-15,茨城県,0299-94-7781,None
THE BLINK all day dining/THE BAR,2020-02-13,大阪府,,None
漬×麹 Haccomachi,2020-02-13,京都府,075-256-8883,None
arii’s cafe,2020-02-13,岡山県,086-698-6050,None
È PRONTO（エ・プロント）モノウェル千里中央店,2020-02-12,大阪府,06-6873-6873,None
ハコバタキッチン 木場店,2020-02-12,東京都,03-5809-9894,None
北三陸食彩レストラン NAO,2020-02-11,岩手県,0194-66-9927,None
ながみね商店,2020-02-10,徳島県,088-625-3298,None
Saturday .AND READY,2020-02-10,福岡県,092-982-3930,None
川間食堂,2020-02-10,京都府,075-344-0917,None
PRONTO（プロント）キーノ和歌山店,2020-02-08,和歌山県,073-431-1128,None
食堂PLUG 京都,2020-02-08,京都府,075-254-8628,None
有明亭（ありあけてい）,2020-02-07,東京都,03-6902-9257,None
BOOKCAFE & BAR & HOSTEL 魁陽亭 越治,2020-02-07,北海道,0134-61-7682,None
秦野戸川公園 YAMA CAFE,2020-02-07,神奈川県,080-4142-1572,None
Bar&Cafe Banquet,2020-02-07,三重県,090-8861-1126,None
goo cafe （グーカフェ）,2020-02-05,長崎県,090-3604-9064,None
劇団BAL NUMBER50,2020-02-04,大分県,0978-25-9550,None
ACCEA CAFÉアクセアカフェ本町店,2020-02-03,大阪府,06-6120-5520,None
ACCEA CAFÉアクセアカフェ西新宿店,2020-02-03,東京都,03-5348-5547,None
ニッカブロックカフェ,2020-02-03,東京都,03-5786-6690,None
Hanato..花と珈琲,2020-02-02,兵庫県,,None
Cafe Lompolmo（カフェ・ロンポロ）,2020-02-01,北海道,011-211-5469,None
LE CAFE V,2020-02-01,大阪府,0120-41-6910,None
Cafe Rich Juga（ リッチ ユーガ）,2020-01-31,愛知県,052-875-3959,None
SQUARE ENIX CAFE TOKYO,2020-01-31,東京都,03-6271-7308,None
MARUKO & COJICOJI CAFE,2020-01-30,東京都,03-3567-3366,None
ホリーズカフェ 阿波座店,2020-01-30,大阪府,,None
KIHACHI FOOD HALL アトレ川崎,2020-01-29,神奈川県,044-200-4920,None
アートグレイス 芦屋 ベイサイドカフェ,2020-01-25,兵庫県,0120-803-578,None
DEAN & DELUCA 成田空港 第2ターミナル サテライト,2020-01-25,千葉県,0476-34-6098,None
ワルン カフェ りん,2020-01-25,愛知県,0567-69-5255,None
カピねこカフェ,2020-01-24,東京都,0422-26-9388,None
Aro.Cafe,2020-01-24,愛知県,,None
FUNP of BEEF 米子駅前店,2020-01-24,鳥取県,0859-34-7665,None
FUNP of BEEF 両三柳店,2020-01-24,鳥取県,0859-57-4161,None
87hanacafe,2020-01-22,長野県,026-217-6587,None
SiCX by FarEastCraft,2020-01-21,東京都,03-6303-4140,None
think,2020-01-21,愛知県,0565-41-4195,None
カフェカルディーノ 世田谷代田店,2020-01-20,東京都,03-6450-7605,None
