Date,Prefecture,ShopName,Phone
2020-05-07,埼玉県,RICE & WHEAT cafe ～おこめ&こむぎ～,080-8493-5254
2020-05-06,福岡県,犬と猫のカフェ 有吉工務店,090-4426-6821
2020-05-03,広島県,あおぞらぱん屋さん 白市店,082-490-3033
2020-05-03,広島県,あおぞらぱん屋さん・あおぞらカフェ 本店,082-490-3033
2020-05-03,栃木県,1cafe,0282-25-6303
2020-05-01,東京都,PAX Café&Restaurant,070-2159-3323
2020-04-30,沖縄県,OKAWARI （おかわり）,
2020-04-29,群馬県,湯川テラス Terrasse,0279-88-2311
2020-04-29,奈良県,ベビーフェイスプラネッツ 東生駒,0743-73-7777
2020-04-29,神奈川県,MIURA RESTAURANT & FOOD SHOP BEACHEND CAFE,046
2020-04-28,福岡県,Coperta コペルタ,
2020-04-25,神奈川県,Beachend café,046
2020-04-24,神奈川県,Café＆Meal_MUJIホテルメトロポリタン鎌倉,0467-22-7852
2020-04-23,長崎県,夕やけ食堂 SHOKUDO+CAFE,0950-22-7733
2020-04-23,愛知県,niwa cafe,052-915-8233
2020-04-20,山形県,フードボートカフェ イオンモール三川店,
2020-04-19,北海道,カフェトランHin-na,0157-57-5625
2020-04-17,東京都,カーブドッチ迎賓館,
2020-04-15,埼玉県,1110CAFE/BAKERY,048-229-1085
2020-04-15,東京都,bb.q olive chicken café ポンテポルタ千住店,03-6806-2712
2020-04-15,大阪府,Cafe Blue Ocean（カフェ ブルーオーシャン ）,080-4325-8603
2020-04-14,兵庫県,おやつ cafe Nico+,078-939-4922
2020-04-13,三重県,ベビーフェイスプラネッツ松阪店,0598-30-4646
2020-04-13,愛知県,キッチン はなあかり,0564-21-6505
2020-04-13,神奈川県,タニタカフェそごう横浜店,045-534-3166
2020-04-13,東京都,タニタカフェ 南町田グランベリーパーク・鶴間公園店,042-850-6012
2020-04-13,大阪府,ばとん,080-8345-7457
2020-04-13,東京都,bhive （ビハイブ）,03-6661-6845
2020-04-11,岡山県,CAFE＆DINING GLITTER,086-441-8073
2020-04-10,広島県,りんご堂,090-8607-1447
2020-04-10,北海道,earth CONTEMPORARY （アースコンテンポラリー）,050-5456-8604
2020-04-10,埼玉県,alloro cafe（アローロカフェ）,0480-48-6123
2020-04-09,東京都,NORTH LINK Coffee & Tea -TACHIKAWA STAGE GARDEN-,
2020-04-09,愛知県,CAFE & BAR DAWN‬ （カフェ バー ドーン）,
2020-04-06,鳥取県,古民家カフェ 和佳～のどか～,0858-75-3017
2020-04-06,東京都,CAFFÈ & BAR PRONTO 日本橋京急EXイン店,03-3661-8377
2020-04-05,大阪府,ハイタッチ,050-5358-9205
2020-04-05,北海道,Cafe&BarN42°,0123-25-3842
2020-04-05,北海道,bake cafe らふ,080-6099-3985
2020-04-04,大阪府,LIVING PARK（リビングパーク）/ カフェ WEST,080-7554-0306
2020-04-04,鳥取県,BOWL TABLE （ボウルテイブル）,0857-25-2386
2020-04-02,宮城県,了美 Wine & Dine,022-725-2106
2020-04-02,千葉県,Bull Pulu TAIWANCAFEペリエ千葉店,
2020-04-02,東京都,みのりみのる みのりカフェ 銀座三越店,03-5524-3127
2020-04-01,愛媛県,MISIA Cafe（ミシアカフェ）,0898-52-9889
2020-04-01,三重県,kiranah （キラナ）,0595-51-7139
2020-04-01,埼玉県,さくらテラス,048-711-2622
2020-04-01,大阪府,L SIDE CAFE （エルサイドカフェ）,06-6454-6341
2020-04-01,神奈川県,CAFE＆DINER GATHER,045-309-7796
2020-04-01,三重県,ごへいやcafeたちの,090-1276-7376
2020-04-01,大阪府,スポーツカフェ Mets,072-270-0123
2020-04-01,東京都,Fonte de floresta （フォンチ・ジ・フロレスタ）,03-6421-8553
2020-03-31,神奈川県,AZZURRO NERO×FRO CAFE,044-767-6111
2020-03-31,東京都,ハチカフェ阿佐ヶ谷店,
2020-03-30,東京都,くらすわ 東京スカイツリータウン・ソラマチ店,03-3624-8721
2020-03-30,神奈川県,MUJIcom / Café&Meal MUJI ホテルメトロポリタン鎌倉,
2020-03-30,千葉県,勉強カフェ柏マルイスタジオ,
2020-03-28,大阪府,森のサーカス cafe ＆ restauran,06-4797-7766
2020-03-26,茨城県,PRONTOプロントつくば万博記念公園駅前店,029-836-8181
2020-03-25,埼玉県,INA KITCHEN by 銀座ライオン 埼玉県県民活動総合センター店,050-3196-9573
2020-03-25,東京都,CARROLL アトレ五反田2,03-5449-6066
2020-03-25,群馬県,ちいさなレストランOka no ie,0276-88-6466
2020-03-25,岡山県,さち福やCAFÉ さんすて岡山店,086-233-0100
2020-03-24,東京都,DEAN & DELUCA カフェ 大手町メトロピア,03-6812-2981
2020-03-23,東京都,Cafe de paris（カフェ ド パリ）新宿ミロード店,03-6279-4658
2020-03-23,神奈川県,騒豆花（サオドウファ）グランツリー武蔵小杉店,044-948-8835
2020-03-23,岡山県,からふね屋Cafe さんすて岡山店,086-201-2728
2020-03-22,北海道,cafe/trattoria &（カフェ/トラットリア　アンド）,
2020-03-22,兵庫県,Cafe&Kitchen Dear’s Okamoto,078-453-1020
2020-03-21,東京都,オービカ モッツァレラバー 西新宿店,03-6304-5676
2020-03-21,福岡県,NENEN 薬膳と花,092-510-5459
2020-03-20,東京都,Dang Tea House 暖茶房,03-5422-3683
2020-03-20,愛知県,DEAN & DELUCA カフェ 星ヶ丘三越店,052-783-1111
2020-03-20,福島県,ボタニカルショップ&ファーマーズカフェ ガーガ,0242-36-7070
2020-03-20,静岡県,ゲームカフェRE:PLAY,053-457-0101
2020-03-20,愛知県,ゆらぎ -yuragi-,080-9993-9315
2020-03-20,三重県,EDEL cafe（エーデル カフェ）,0599-77-6508
2020-03-20,岡山県,CAFE 2MUG （カフェ ニマグ）,080-4558-0076
2020-03-20,静岡県,maji_yacci&カフェroundabout,0545-72-4900
2020-03-19,神奈川県,CHEESE RESTAURANT RICOTTA ららぽーと海老名店,046-236-1701
2020-03-19,神奈川県,The Sunrise Shack Inamura Beach and Park,
2020-03-19,兵庫県,ホリーズカフェ 阪急塚口駅前店,
2020-03-18,滋賀県,citta cafe（チッタカフェ）,077-599-3105
2020-03-18,大阪府,台湾甜商店 あべのキューズモール店,06-6695-7065
2020-03-18,秋田県,LOCAL KITCHEN_RAILS AKITA (ローカルキッチンレイルズアキタ),018-853-6883
2020-03-18,兵庫県,デリフランス芦屋店,0797-61-4450
2020-03-18,兵庫県,ARROWTREE芦屋モンテメール店,0797-62-6551
2020-03-17,岐阜県,ベーカリーカフェ 花の木,
2020-03-17,滋賀県,gururi,
2020-03-16,神奈川県,コナズ珈琲 新百合ヶ丘店,044-954-6300
2020-03-16,京都府,Cafe Lavender,075-406-1785
2020-03-16,東京都,BEAT CAFE,090-2741-7507
2020-03-16,東京都,Banh mi Tokyo(バインミートーキョー),070-4142-0868
2020-03-15,神奈川県,Cafe Kotti(コッチ)イオンスタイル戸塚店,045-435-5100
2020-03-14,兵庫県,カフェレストラン Galleri(ギャラリ)　,0799-75-3710
2020-03-14,栃木県,いちごの里カフェ 日光店,0288-25-7672
2020-03-14,東京都,Pangaea Cafe & Bar,03-4236-3326
2020-03-13,神奈川県,PIETRO A DAY  SOUP SHOP & CAFÉ  横浜ベイクォーター店,045-620-2160
2020-03-12,東京都,ふるいちトキワ荘通り店,03-3951-4560
2020-03-11,福岡県,Kirby Café HAKATA (カービィカフェ ハカタ),092-710-4279
2020-03-11,大阪府,絵本カフェ cocoru,080-6233-5294
2020-03-10,東京都,chotto,
2020-03-10,福岡県,カフェ 空の色,092-981-3269
2020-03-08,神奈川県,マリブファーム 逗子マリーナ,
2020-03-07,愛媛県,COFFEECAFE エブリワン,089-945-4576
2020-03-07,東京都,Cafe Renoir 芝大門店,03-3431-9147
2020-03-07,大分県,まるCafe Tippi,080-5280-4662
2020-03-07,東京都,ロールパンケーキ&リゾートカフェHALEIWA 表参道•原宿店,03-6427-5713
2020-03-07,新潟県,カフェ＆バー 絆,025-277-1248
2020-03-07,愛知県,cafe L,052-211-8146
2020-03-06,静岡県,ペットショップCoo&RIKU 静岡SBS通り店,054-280-5335
2020-03-05,宮城県,みのりみのる みのりカフェ エスパル仙台店,022-216-5622
2020-03-04,宮崎県,MANGO STAR,0985-75-0867
2020-03-03,三重県,MACHI CAFE’ Flatiron3,080-8081-8774
2020-03-03,東京都,MOSS CROSS TOKYO,03-6441-0781
2020-03-02,福島県,モアカフェ郡山店,024-907-0111
2020-03-01,群馬県,Drip’n Drops Coffee,080-7730-7949
2020-03-01,愛知県,45kitchen,052-908-4580
2020-03-01,福岡県,WHY NOT （ワイノット）,092-452-3641
2020-03-01,東京都,MICASADECO & CAFE 神宮前,03-6803-8630
2020-03-01,東京都,OPEN NAKAMEGURO,050-1705-184
2020-03-01,岡山県,倉敷まちなみ食堂 アカネイロ,090-2861-0031
2020-02-29,滋賀県,れすとらん弥千代姫,0749-21-0801
2020-02-29,東京都,Luppet Cafe（ラペットカフェ）,
2020-02-26,京都府,ねこタピ 京都新京極店,075-746-2755
2020-02-25,茨城県,CAFFÉ & BAR PRONTO つくば万博記念公園駅前店,029-875-6821
2020-02-24,東京都,JAPAN RAIL CAFE TOKYO,
2020-02-22,宮城県,808.mini ikoma farm,080-9018-1467
2020-02-21,石川県,NOMIAM CAFE,076-222-0141
2020-02-21,埼玉県,Chiffon cake&coffee shop Romi,048-291-8795
2020-02-21,東京都,WORLD BREAKFAST ALLDAY 吉祥寺店,0422-27-6582
2020-02-20,北海道,さんかく堂,011-218-2231
2020-02-19,北海道,もちクレープ&カフェBar るーちゃん,080-5728-1962
2020-02-19,北海道,ママNavi親子カフェW18,011-206-9150
2020-02-19,北海道,Mammy Lounge (マミーラウンジ),011-206-9150
2020-02-18,新潟県,THE BAKING produced by Unir,075-959-1110
2020-02-17,埼玉県,came came 30（かめかめさんまる）,048-812-8312
2020-02-15,大阪府,MEAT & 3Choice HandS ミート＆スリーチョイス ハンズ,06-6225-7884
2020-02-15,大阪府,玄米＆やさいカフェ玄三庵 梅田エスト店,06-6136-6106
2020-02-15,沖縄県,Harrys Shrimp Truck（ハリーズ シュリンプ トラック）,0980-72-5610
2020-02-15,茨城県,ベーカリーズキッチン空と麦,0299-94-7781
2020-02-13,大阪府,THE BLINK all day dining/THE BAR,
2020-02-13,京都府,漬×麹 Haccomachi,075-256-8883
2020-02-13,岡山県,arii’s cafe,086-698-6050
2020-02-12,大阪府,È PRONTO（エ・プロント）モノウェル千里中央店,06-6873-6873
2020-02-12,東京都,ハコバタキッチン 木場店,03-5809-9894
2020-02-11,岩手県,北三陸食彩レストラン NAO,0194-66-9927
2020-02-10,徳島県,ながみね商店,088-625-3298
2020-02-10,福岡県,Saturday .AND READY,092-982-3930
2020-02-10,京都府,川間食堂,075-344-0917
2020-02-08,和歌山県,PRONTO（プロント）キーノ和歌山店,073-431-1128
2020-02-08,京都府,食堂PLUG 京都,075-254-8628
2020-02-07,東京都,有明亭（ありあけてい）,03-6902-9257
2020-02-07,北海道,BOOKCAFE & BAR & HOSTEL 魁陽亭 越治,0134-61-7682
2020-02-07,神奈川県,秦野戸川公園 YAMA CAFE,080-4142-1572
2020-02-07,三重県,Bar&Cafe Banquet,090-8861-1126
2020-02-05,長崎県,goo cafe （グーカフェ）,090-3604-9064
2020-02-04,大分県,劇団BAL NUMBER50,0978-25-9550
2020-02-03,大阪府,ACCEA CAFÉアクセアカフェ本町店,06-6120-5520
2020-02-03,東京都,ACCEA CAFÉアクセアカフェ西新宿店,03-5348-5547
2020-02-03,東京都,ニッカブロックカフェ,03-5786-6690
2020-02-02,兵庫県,Hanato..花と珈琲,
2020-02-01,北海道,Cafe Lompolmo（カフェ・ロンポロ）,011-211-5469
2020-02-01,大阪府,LE CAFE V,0120-41-6910
2020-01-31,愛知県,Cafe Rich Juga（ リッチ ユーガ）,052-875-3959
2020-01-31,東京都,SQUARE ENIX CAFE TOKYO,03-6271-7308
2020-01-30,東京都,MARUKO & COJICOJI CAFE,03-3567-3366
2020-01-30,大阪府,ホリーズカフェ 阿波座店,
2020-01-29,神奈川県,KIHACHI FOOD HALL アトレ川崎,044-200-4920
2020-01-25,兵庫県,アートグレイス 芦屋 ベイサイドカフェ,0120-803-578
2020-01-25,千葉県,DEAN & DELUCA 成田空港 第2ターミナル サテライト,0476-34-6098
2020-01-25,愛知県,ワルン カフェ りん,0567-69-5255
2020-01-24,東京都,カピねこカフェ,0422-26-9388
2020-01-24,愛知県,Aro.Cafe,
2020-01-24,鳥取県,FUNP of BEEF 米子駅前店,0859-34-7665
2020-01-24,鳥取県,FUNP of BEEF 両三柳店,0859-57-4161
2020-01-22,長野県,87hanacafe,026-217-6587
2020-01-21,東京都,SiCX by FarEastCraft,03-6303-4140
2020-01-21,愛知県,think,0565-41-4195
2020-01-20,東京都,カフェカルディーノ 世田谷代田店,03-6450-7605
2020-01-20,長野県,R.O.STAR塩尻店 The Laundry Cafe,0263
2020-01-20,京都府,Cafe Rob 京都店,075-561-0533
2020-01-18,愛知県,cafe ayim （カフェ アイム）,0568-64-6389
2020-01-17,愛知県,TOWER RECORDS CAFE 名古屋栄スカイル店,052-212-8501
2020-01-17,奈良県,Cafe 奈良の森,
2020-01-17,大阪府,MONDIAL KAFFEE 328 TUGBOAT,050-5304-9990
2020-01-17,大阪府,駅前パーラーじゅうじゅう屋 西宮原店,06-6150-1112
2020-01-15,東京都,DEAN & DELUCA カフェ慈恵大学病院,03-6435-9517
2020-01-15,北海道,お酒とパンケーキとパルフェetc午後のろばろば,011-242-0222
2020-01-15,京都府,カフェキッチン スピカ,0771-62-0230
2020-01-14,兵庫県,HAKKEI Restaurant,078-515-6522
2020-01-14,東京都,マジックレストラン＆バーGIOIA 銀座店,03-6263-8894
2020-01-14,愛知県,POKET ぽけっと,052-265-7540
2020-01-14,福岡県,この花,093-244-8558
2020-01-12,東京都,cafe&kitchen PANITA （カフェアンドキッチンパニータ）,0422-22-8448
2020-01-09,京都府,KINDER CAFE,075-366-8008
2020-01-08,兵庫県,SCHOOL BUS COFFEE STOP MOTOMACHI,078-599-6173
2020-01-06,兵庫県,RAWZEN FARMS CAFE,078-940-8955
2020-01-06,沖縄県,Vision&Emotion,098-860-8366
2020-01-06,宮崎県,LAFIKA （ラフィーカ）,0985-74-5655
2020-01-04,愛知県,Cafe&Bar Lit,052-265-8339
2020-01-04,東京都,Cocon cafe&gallery （ココン カフェ&ギャラリー）,0422-27-6004
2019-12-31,東京都,CÉ LA VI Tokyo,0800-111-3065
2019-12-26,宮城県,Bull Pulu TAIWAN CAFE仙台エスパル店,022-385-6887
2019-12-26,大阪府,さち福やCAFE LINKS UMEDA店,06-6940-6115
2019-12-24,石川県,蕎麦と天ぷらと旨い酒 どんと屋 変なホテル金沢香林坊店,050-5210-5310
2019-12-24,神奈川県,BEERTERIA PRONTOビアテリアプロント溝の口店,044-844-4002
2019-12-23,東京都,GATHERING TABLE PANTRY 二子玉川,03-6805-6038
2019-12-22,栃木県,café Mikoto,
2019-12-22,東京都,TOKYO PARADE goods & cafe,03-5422-3505
2019-12-22,東京都,GG Shibuya mobile esports cafe&bar,03-6455-3847
2019-12-21,東京都,BALCÓN TOKYO（バルコン・トーキョー）,03-6441-3231
2019-12-21,愛知県,ナゴヤ デリシャスキッチン サラエル,052-251-9531
2019-12-21,兵庫県,ハウネベーヤーカフェヒュッゲ（HAUNEBAYER CAFE HYGGE）,078-391-3357
2019-12-20,東京都,鏡の中のコリラックマ カフェ,050-3184-0833
2019-12-20,沖縄県,OKINAWA BOX CAFE&SPACE(オキナワボックスカフェアンドスペース),
2019-12-20,神奈川県,CAFE&BAR HI to IKI (ヒトイキ),044-385-4666
2019-12-19,兵庫県,CAFE MOANA,
2019-12-18,沖縄県,hale’aina HOA（ハレアイナ・ホア）,098-967-8755
2019-12-18,東京都,クア・アイナ ルミネエスト新宿店,03-6384-1066
2019-12-18,東京都,Butter自由が丘店,03-6459-5549
2019-12-17,茨城県,leaf garden（リーフガーデン）,029-297-7647
2019-12-17,大阪府,Rcafe アパホテル御堂筋本町駅タワー店,0570-068-911
2019-12-15,大阪府,ホリーズカフェ阪急高槻駅前店,
2019-12-15,兵庫県,Cafe & Dining Da Sharno（カフェ&ダイニング ダッシャーノ）,079-290-5858
2019-12-15,奈良県,SOZAI ミナーラ店,0742-32-5133
2019-12-15,兵庫県,ガッツ✩ヲン,090-6718-0031
2019-12-15,愛知県,Comule （コミュール）,050-5456-4628
2019-12-13,兵庫県,生クリーム専門店MILK リバーカフェ キセラ川西店,072-757-2333
2019-12-12,山形県,moh’z（モーズ）,023-633-1129
2019-12-12,東京都,IZAMESHI Table（イザメシテーブル）,03-6273-0027
2019-12-12,埼玉県,桃園茶寮 イオンモール浦和美園店,048-711-6618
2019-12-12,東京都,ぱるけコーヒー,0422-24-6206
2019-12-11,静岡県,譲渡型保護猫カフェ ふにゃり,0548-23-6687
2019-12-10,福岡県,PEG CAFE （ペグカフェ）,0948-88-9388
2019-12-09,東京都,騒豆花（サオドウファ）ルミネ池袋店,03-5843-3603
2019-12-09,東京都,Pepper PARLOR（ペッパーパーラー）,03-5422-3988
2019-12-08,京都府,Hyssop（ヒソップ）,075-352-3728
2019-12-08,京都府,RAU CAFE,
2019-12-08,京都府,ERUTAN RESTAURANT / BAR,075-352-3714
2019-12-08,東京都,トレカフェTrading Cafe,0120-194-759
2019-12-08,兵庫県,ホリーズカフェ ライフ本山店,078-200-6233
2019-12-08,静岡県,Roku cafe（ロクカフェ）,0545-67-8090
2019-12-07,三重県,KALASU BASE,059-269-5245
2019-12-07,東京都,PARIS SAINT-GERMAIN CAFÉ渋谷パルコ店,03-3464-5111
2019-12-07,東京都,Café Marly 渋谷パルコ店,03-6416-9207
2019-12-06,東京都,LeBRESSO(レブレッソ) 木場公園前店,03-5809-9494
2019-12-06,東京都,ミュージックカフェ＆バー QUATTRO LABO,03-6455-3001
2019-12-06,東京都,ON THE CORNER Shibuya,03-5422-3153
2019-12-05,神奈川県,おにぎりカフェ うめ乃,045-534-3187
2019-12-05,京都府,ベビーフェイスプラネッツ 山科椥辻店,075-748-6388
2019-12-05,東京都,てんとうむしの家,070-3189-4435
2019-12-05,大阪府,Pop’n Fruit Cafe,06-6312-8200
2019-12-04,大阪府,マイメロディカフェ 梅田店,06-6366-3694
2019-12-04,北海道,KEY’S CAFÉ（キーズカフェ）帯広イーストモール店,0155-26-0031
2019-12-04,神奈川県,ベーカリーレストラン サンマルク 東戸塚オーロラモール店,045-827-3091
2019-12-03,東京都,医食同源 by TI CLINIC,03-3403-3070
2019-12-03,埼玉県,アリィエハコ,
2019-12-03,埼玉県,フードボールカフェ,
2019-12-03,東京都,有楽町 micro FOOD&IDEA MARKET,03-6206-3196
2019-12-03,東京都,KOTOBUKI（コトブキ）,03-3843-8610
2019-12-02,兵庫県,ボードゲームカフェバー ゆるぼど,0798-27-0323
2019-12-02,静岡県,ほたるの庭,055-1451-8587
2019-12-01,岐阜県,Cafe福,090-8076-9998
2019-12-01,大阪府,R JAZZ ESPRESSO,090-9055-242
2019-11-30,東京都,リトルケイブ新宿南口店,080-8892-4221
2019-11-30,福岡県,鳥飼カフェ 六本松店,092-401-0610
2019-11-29,福岡県,GUNDAM Café 福岡店（ガンダムカフェ 福岡店）,092-409-3570
2019-11-29,東京都,WIRED KITCHEN 南町田グランベリーパーク店,042-706-8430
2019-11-29,東京都,Moff animal cafe グランベリーパーク店,042-850-7636
2019-11-29,東京都,ひつじのショーンビレッジ ショップ＆カフェ グランベリーパーク店,042-850-6940
2019-11-29,東京都,スノーピーク Eat 南町田グランベリーパーク,042-850-5263
